Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description,Supplier Site Postcode,Project Code,Expenditure Type,Supplier tab final,Contract Number,,,,,,,,,,,,,,,
Department of Health,Department of Health,26/08/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,SOUTH EAST WELLBEING CONSORTIUM,ERS-525761-93301,"£27,000.00",IESD Grant - South east Wellbeing Consortium - AIMS Ref 1860502,BN3 2JQ,,Other,Voluntary,,,,,,,,,,,,,,,,
Department of Health,Department of Health,26/08/2014,Additions PDC Revenue Support NHS T Temporary,DG: Holding CT Core,GEORGE ELIOT HOSPITAL NHS TRUST,HAFS-17333,"£1,000,000.00",,CV10 7DJ,,Other,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,26/08/2014,Additions PDC Capital Support NHS FT Permenant,DG: Holding CT Core,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,HAFS-17334,"£500,000.00",,SL2 4HL,,Other,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,26/08/2014,Additions PDC Capital Support NHS FT Permenant,DG: Holding CT Core,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,HAFS-17335,"£1,658,000.00",,SL2 4HL,,Other,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,26/08/2014,Additions PDC Revenue Support NHS FT Temporary,DG: Holding CT Core,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,HAFS-17336,"£200,000.00",,SL2 4HL,,Other,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,26/08/2014,Additions PDC Revenue Support NHS FT Temporary,DG: Holding CT Core,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,HAFS-17337,"£4,000,000.00",,NN16 8UZ,,Other,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,26/08/2014,Additions PDC Revenue Support NHS T Temporary,DG: Holding CT Core,LEEDS TEACHING HOSPITAL NHS TRUST,HAFS-17338,"£10,000,000.00",,LS9 7TF,,Other,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,26/08/2014,Additions PDC Capital Support NHS T Permenant,DG: Holding CT Core,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,HAFS-17339,"£4,400,000.00",,CA2 7HX,,Other,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,26/08/2014,Additions PDC Capital Support NHS T Permenant,DG: Holding CT Core,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,HAFS-17340,"£1,870,000.00",,N18 1QX,,Other,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,26/08/2014,Additions PDC Capital Support NHS T Permenant,DG: Holding CT Core,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,HAFS-17342,"£60,000.00",,N18 1QX,,Other,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,26/08/2014,Additions PDC Capital Support NHS FT Permenant,DG: Holding CT Core,OXFORD HEALTH NHS FOUNDATION TRUST,HAFS-17343,"£487,000.00",,OX4 4XN,,Other,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,41877,Additions PDC Capital Support NHS T Permenant,DG: Holding CT Core,PENNINE ACUTE HOSPITALS NHS TRUST,HAFS-17344,50000,,OL1 2PN,,Other,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,26/08/2014,Additions PDC Revenue Support NHS T Temporary,DG: Holding CT Core,PRINCESS ALEXANDRA HOSPITAL NHS TRUST,HAFS-17345,"£1,500,000.00",,CM20 1QX,,Other,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,26/08/2014,Additions PDC Capital Support NHS FT Permenant,DG: Holding CT Core,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST,HAFS-17347,"£85,000.00",,S10 3TH,,Other,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,26/08/2014,Additions PDC Revenue Support NHS T Temporary,DG: Holding CT Core,SHREWSBURY & TELFORD HOSPITALS NHS TRUST,HAFS-17348,"£3,200,000.00",,TF6 6TF,,Other,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,26/08/2014,Additions PDC Capital Support NHS FT Permenant,DG: Holding CT Core,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,HAFS-17349,"£180,000.00",,CV34 5BW,,Other,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,26/08/2014,Additions PDC Revenue Support NHS FT Temporary,DG: Holding CT Core,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,HAFS-17350,"£2,053,000.00",,OL6 9RW,,Other,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,26/08/2014,Additions PDC Revenue Support NHS FT Temporary,DG: Holding CT Core,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,HAFS-17351,"£1,000,000.00",,LA1 4GG,,Other,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,26/08/2014,Additions FT Financing Facility Loans,DG: Holding CT Core,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,HAFS-17352,"£1,400,000.00",,FY3 8NR,,Other,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,26/08/2014,Additions FT Financing Facility Loans,DG: Holding CT Core,THE WALTON CENTRE NHS FOUNDATION TRUST,HAFS-17353,"£600,000.00",,L9 7LJ,,Other,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,26/08/2014,Additions PDC Revenue Support NHS FT Permenant,DG: Holding CT Core,MID STAFFORDSHIRE NHS FOUNDATION TRUST,HAFS-17354,"£84,000.00",,ST16 3SA,,Other,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,26/08/2014,Other programme expenditure,DG: GOAD,NHS ENGLAND CBA033,MONEY TRANSFERR,"£143,365.82",,,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,26/08/2014,Other programme expenditure,DG: GOAD,NHS PROPERTY SERVICES LTD,MONEY TRANSFERR,"£305,161.77",,SE1 6LH,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,41877,Outsourcing Contract,DG: SCLGCP,FUTUREBUILDERS ENGLAND FUND MANAGEMENT LTD,TSIB356,34761.6,Futurebuilders England - Contract Extension Year 3 - 1/6/14 - 31/5/15 - Management Fee Costs,WC1H 8AG,,Programme,Private,,,,,,,,,,,,,,,,
Department of Health,Department of Health,27/08/2014,Professional fees,DG: ERD,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),0000012029,"£396,479.03",Pensions Service Re-procurement,NE1 6SN,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,27/08/2014,Professional fees,DG: ERD,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),0000012031,"£62,672.21",Total Reward Statement,NE1 6SN,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,27/08/2014,Professional fees,DG: ERD,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),0000012032,"£45,364.80",Hutton,NE1 6SN,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,27/08/2014,Addition Clearing - SW LIC,DG: IGT,MICROTEST LTD,0000083712,£169.04,Capital: Microtest GPSoC - Charges for the period commencing 1/4/2014 to 31/3/2015. Softtware Licence Charges. Migration Charges. National Functionality Deployments. Development Charges,PL31 1EX,,Programme,Private,,,,,,,,,,,,,,,,
Department of Health,Department of Health,27/08/2014,Service charge,DG: IGT,MICROTEST LTD,0000083712,"£155,941.57",Revenue: Microtest GPSoC - Charges for the period commencing 1/4/2014 to 31/3/2015. System Support Charges. Training Charges.Utilisation Charges,PL31 1EX,,Programme,Private,,,,,,,,,,,,,,,,
Department of Health,Department of Health,27/08/2014,Addition Clearing - L-DW,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00338373RI,"£70,849.63",Wellington House - Refurbishment of AHU's and the HVAC Validation.,SO53 3YE,,Admin,Private,,,,,,,,,,,,,,,,
Department of Health,Department of Health,27/08/2014,Addition Clearing - SW LIC,DG: IGT,BJSS LTD,11693,"£233,200.50",Capital: Spine 2 BJSS. - Spine 2 Development,LS1 2TW,,Programme,Private,,,,,,,,,,,,,,,,
Department of Health,Department of Health,27/08/2014,Addition Clearing - SW LIC,DG: IGT,BT GROUP PLC,361659,"£240,311.20",Capital: BT Spine 2CCN 859 - PDS to SUS. To approve the mechanism for transferring PDS files from Spine 2to support the SUS service 2014/15,NW9 5BA,,Programme,Private,,,,,,,,,,,,,,,,
Department of Health,Department of Health,27/08/2014,Addition Clearing - SW LIC,DG: IGT,BT GROUP PLC,361659,-£0.01,,NW9 5BA,,Programme,Private,,,,,,,,,,,,,,,,
Department of Health,Department of Health,27/08/2014,Outsourcing Contract,DG: SCLGCP,IMPROVEMENT AND DEVELOPMENT AGENCY FOR LOCAL GOVERNMENT,40213268,"£3,000,000.00",Health and Care Support Programme,EC1M 5LG,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,27/08/2014,Service charge,DG: IGT,MASTEK UK LTD,90332816,"£239,428.07",Revenue: Mastek Spine 2 - Reserve for the agile services to be delivered under the development contract for the delivery of IAM services,RG1 8BW,,Programme,Private,,,,,,,,,,,,,,,,
Department of Health,Department of Health,41878,Professional fees,DG: GOAD,MILLS AND REEVE LLP,BIRBIL/772826/V/1/1,25976.68,Mills and Reeve - Professional legal fees associated with litigation  case LIT014 - Invoice BIRBL/772826/V/1/1,CB2 1PH,,Admin,Private,,,,,,,,,,,,,,,,
Department of Health,Department of Health,27/08/2014,Revenue Grants to local authorities,DG: SCLGCP,CHESHIRE WEST AND CHESTER COUNCIL,ERS-524651-92403.,"£389,991.00",Local Reform & Community Voices and Care Bill Implementation grants,CH34 9DB,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,27/08/2014,Capital Grants to local authorities,DG: SCLGCP,CHESHIRE WEST AND CHESTER COUNCIL,ERS-524792-92608.,"£804,929.00",Capital Investment In Community Capacity Grant 2014/2015,CH34 9DB,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,27/08/2014,Revenue Grants to non-profit institutions,DG: IGT,CHILD MIGRANT TRUST (CMT),ERS-525765-93321,"£180,000.00",2014/010 Core Funding,NG2 7PW,,Programme,Voluntary,,,,,,,,,,,,,,,,
Department of Health,Department of Health,27/08/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,CONTACT A FAMILY,ERS-525766-93341,"£71,845.00",1 Year Grant Contact a family - AIMS REF 2566210,EC1V 1JN,,Other,Voluntary,,,,,,,,,,,,,,,,
Department of Health,Department of Health,27/08/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,GUIDE DOGS FOR THE BLIND ASSOCIATION,ERS-525822-93361,"£87,331.00",Blind Children UK - Guide Dogs' Children and Young People's Habilitation Services - AIMS 2542646,RG7 3YG,,Other,Voluntary,,,,,,,,,,,,,,,,
Department of Health,Department of Health,27/08/2014,Outsourcing Contract,DG: ERD,MCKESSON INFORMATION SOLUTIONS UK LTD,INV011149,"£3,020,001.07",CPA for ESR - FY14/15 Service Charges inc Profit Share,CV34 6NZ,,Programme,Private,,,,,,,,,,,,,,,,
Department of Health,Department of Health,27/08/2014,Outsourcing Contract,DG: ERD,MCKESSON INFORMATION SOLUTIONS UK LTD,INV011150,"£40,465.27",CPA for ESR - FY14/15 Service Charges inc Profit Share,CV34 6NZ,,Programme,Private,,,,,,,,,,,,,,,,
Department of Health,Department of Health,27/08/2014,Addition Clearing - IT,DG: ERD,MCKESSON INFORMATION SOLUTIONS UK LTD,INV011151,"£68,052.93",CPA for ESR Contract - FY14/15 Capital drawdown & Pipeline development,CV34 6NZ,,Programme,Private,,,,,,,,,,,,,,,,
Department of Health,Department of Health,27/08/2014,Outsourcing Contract,DG: ERD,MCKESSON INFORMATION SOLUTIONS UK LTD,INV011151,"£17,242.07",CPA for ESR Contract - FY14/15 Capital drawdown & Pipeline development,CV34 6NZ,,Programme,Private,,,,,,,,,,,,,,,,
Department of Health,Department of Health,27/08/2014,Addition Clearing - IT,DG: ERD,MCKESSON INFORMATION SOLUTIONS UK LTD,INV011152,"£68,052.93",CPA for ESR Contract - FY14/15 Capital drawdown & Pipeline development,CV34 6NZ,,Programme,Private,,,,,,,,,,,,,,,,
Department of Health,Department of Health,27/08/2014,Outsourcing Contract,DG: ERD,MCKESSON INFORMATION SOLUTIONS UK LTD,INV011152,"£17,242.07",CPA for ESR Contract - FY14/15 Capital drawdown & Pipeline development,CV34 6NZ,,Programme,Private,,,,,,,,,,,,,,,,
Department of Health,Department of Health,41878,Outsourcing Contract,DG: ERD,MCKESSON INFORMATION SOLUTIONS UK LTD,INV011153,66797.98,CPA for ESR Contract - CCN 126 NHS Payslip Printing & Delivery Charges FY14/15,CV34 6NZ,,Programme,Private,,,,,,,,,,,,,,,,
Department of Health,Department of Health,27/08/2014,Addition Clearing - IT,DG: ERD,MCKESSON INFORMATION SOLUTIONS UK LTD,INV011154,"£95,121.31",CPA for ESR Contract - FY14/15 Capital drawdown & Pipeline development,CV34 6NZ,,Programme,Private,,,,,,,,,,,,,,,,
Department of Health,Department of Health,27/08/2014,Outsourcing Contract,DG: ERD,MCKESSON INFORMATION SOLUTIONS UK LTD,INV011154,"£24,100.19",CPA for ESR Contract - FY14/15 Capital drawdown & Pipeline development,CV34 6NZ,,Programme,Private,,,,,,,,,,,,,,,,
Department of Health,Department of Health,27/08/2014,Outsourcing Contract,DG: ERD,MCKESSON INFORMATION SOLUTIONS UK LTD,INV011202,"£192,307.02",CPA for DH ESR Contract - ESR Monthly Service Charges FY13-14 see DH/McKesson HR and Payroll Contract Ref 2222,CV34 6NZ,,Programme,Private,,,,,,,,,,,,,,,,
Department of Health,Department of Health,27/08/2014,Outsourcing Contract,DG: SCLGCP,ECORYS UK LTD,INV11803,"£100,560.64",Management of the Health & Social Care Voluntary Fund,B1 2RA,,Other,Private,,,,,,,,,,,,,,,,
Department of Health,Department of Health,27/08/2014,Policy Payments,DG: SFNHS,DEPARTMENT FOR COMMUNITIES AND LOCAL GOVERNMENT (DCLG),LA/SOCIALCARE/PFI - 2nd payment,"£6,085,070.00",DCLG payments in respect of LA social care PFI - 2014-15,SW1E 5DU,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,28/08/2014,Contractor/Staff Substitution,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584165524,"£22,681.19","IGO - Provision of IT services for CMU via ATOS -  Stefan, Ram & Kala April to September 2014",WS11 0JA,,Admin,Private,,,,,,,,,,,,,,,,
Department of Health,Department of Health,28/08/2014,Addition Clearing - IT,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584165650,"£61,764.00",PPR0219-02: Open Service Managed Print Shared Infrastructure Platform,WS11 0JA,,Admin,Private,,,,,,,,,,,,,,,,
Department of Health,Department of Health,28/08/2014,Provisions cash payment,DG: PHD,CAXTON FOUNDATION,CF-6/2014-15,"£73,332.40",Caxton Foundation funding 2014-15,EN4 9NX,,Programme,Voluntary,,,,,,,,,,,,,,,,
Department of Health,Department of Health,28/08/2014,Revenue Grants to non-profit institutions,DG: ERD,SKILLS FOR HEALTH LTD,ERS-525845-93381,"£266,000.00",2013/002 - Skills for Health Ltd - project: Workforce development project- policy grant ,,,Programme,Private,,,,,,,,,,,,,,,,
Department of Health,Department of Health,28/08/2014,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,ERS-525848-93421,"£4,950.75",Economics of Health Trainees,B15 2TT,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,28/08/2014,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,ERS-525848-93421,"£19,441.35",HTA Researcher Lead,B15 2TT,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,41879,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,ERS-525848-93421,7778.61,HTA Commissioned Research,B15 2TT,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,28/08/2014,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,ERS-525849-93422,"£55,495.00",Cancer - Prostate,BS8 1TH,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,28/08/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-525850-93404,"£16,256.51",HTA Customer Priority Research,CB2 2QQ,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,28/08/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-525850-93404,"£20,833.00",Experimental Cancer Medicine Centres,CB2 2QQ,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,28/08/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,ERS-525851-93423,"£35,087.00",Cancer - Prostate,CB2 1TN,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,28/08/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,ERS-525851-93423,"£4,262.17",HTA Researcher Lead,CB2 1TN,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,28/08/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,ERS-525851-93423,"£35,057.00",HTA Commissioned Research,CB2 1TN,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,28/08/2014,Research & development,DG: RDD,CITY UNIVERSITY LONDON,ERS-525853-93424,"£4,098.33",Targeted Capacity Building,EC1V 0HB,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,28/08/2014,Research & development,DG: RDD,CITY UNIVERSITY LONDON,ERS-525853-93424,"£38,280.00",Invention for Innovation,EC1V 0HB,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,28/08/2014,Research & development,DG: RDD,DUNDEE UNIVERSITY OF,ERS-525854-93425,"£42,503.81",HTA Commissioned Research,DD1 4HN,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,28/08/2014,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-525861-93428,"£30,830.47",HTA Commissioned Research,LS2 9JT,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,28/08/2014,Research & development,DG: RDD,NHS BRISTOL CCG 11H,ERS-525862-93434,"£102,156.00",Programme Grants for NHS Trusts,BS1 3NX,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,41879,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-525866-93430,2568.5,HTA Researcher Lead,OX1 2XN,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,28/08/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-525866-93430,"£51,245.00",Cancer - Prostate,OX1 2XN,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,28/08/2014,Research & development,DG: RDD,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-525868-93412,"£187,080.00",Biomedical Units,UB9 6JH,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,28/08/2014,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON UCL,ERS-525876-93429,"£68,814.00",PROJECTS,WC1E 6BT,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,28/08/2014,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON UCL,ERS-525876-93429,"£6,353.50",Targeted Capacity Building,WC1E 6BT,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,28/08/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-525880-93401,"£9,528.99",HTA Commissioned Research,BS99 1YF,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,28/08/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-525880-93401,"£13,745.12",HTA Commissioned Research,BS99 1YF,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,28/08/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-525880-93401,"£37,571.67",HTA Commissioned Research,BS99 1YF,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,28/08/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-525880-93401,"£15,489.00",HTA Commissioned Research,BS99 1YF,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,28/08/2014,Research & development,DG: RDD,WARWICK UNIVERSITY OF,ERS-525882-93431,"£11,052.77",HTA Researcher Lead,CV4 7AL,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,28/08/2014,Research & development,DG: RDD,WARWICK UNIVERSITY OF,ERS-525882-93431,"£31,347.89",HTA Researcher Lead,CV4 7AL,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,29/08/2014,Professional fees,DG: GOAD,CABINET OFFICE,250010102,"£95,294.00",Office of Parliamentary Counsel fees 2014-15 (75% initial charge),CF14 3UW,,Admin,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,41880,Contractor/Staff Substitution,DG: SFNHS,CAPITA BUSINESS SERVICES LTD (CL1 ONLY),LO10008384,82399.74,David Harrison - Operational PFI SME,,,Admin,Private,,,,,,,,,,,,,,,,
,,,,,,,"£8,897,758,436.91",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
