Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description,Supplier Site Postcode,Project Code,Expenditure Type,Supplier Type,Contract Number
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,THE SOLENT NHS TRUST R1C,ERS-522663-90160,"£61,878.00",Programme Grants for NHS Trusts,SO16 4XE,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,THE WALTON CENTRE NHS FOUNDATION TRUST,ERS-522664-90093,"£91,327.00",Programme Grants for NHS Trusts,L9 7LJ,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-522665-90115,"£33,707.00",Research for Patient Benefit,NW1 2BX,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-522665-90115,"£59,618.15",HS & DR,NW1 2BX,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-522665-90115,"£18,032.00",Research for Patient Benefit,NW1 2BX,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-522665-90115,"£16,452.00",Research for Patient Benefit,NW1 2BX,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-522665-90115,"£23,322.00",Experimental Cancer Medicine Centres,NW1 2BX,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-522665-90115,"£16,351.00",Research for Patient Benefit,NW1 2BX,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-522665-90115,"£12,268.00",Research for Patient Benefit,NW1 2BX,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-522665-90115,"£95,377.00",Programme Grants for NHS Trusts,NW1 2BX,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-522665-90115,"£60,540.00",Programme Grants for NHS Trusts,NW1 2BX,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-522665-90115,"£35,160.00",Cochrane Projects - not including the UKCC,NW1 2BX,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-522667-90114,"£80,126.00",Programme Grants for NHS Trusts,B15 2PR,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-522667-90114,"£482,868.00",NIHR Academic Rehab Surgery - Birmingham,B15 2PR,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-522667-90114,"£18,849.00",Experimental Cancer Medicine Centres,B15 2PR,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-522667-90114,"£21,018.00",Research for Patient Benefit,B15 2PR,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-522667-90114,"£8,577.00",Research for Patient Benefit,B15 2PR,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,ERS-522668-90102,"£9,402.00",Research for Patient Benefit,ST4 7LN,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,ERS-522668-90102,"£28,368.00",Research for Patient Benefit,ST4 7LN,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,ERS-522668-90102,"£23,056.00",Research for Patient Benefit,ST4 7LN,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,ERS-522668-90102,"£14,418.00",Research for Patient Benefit,ST4 7LN,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,ERS-522668-90102,"£50,201.00",Invention for Innovation,ST4 7LN,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-522669-90097,"£2,223.00",Research for Patient Benefit,SO52 9AB,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-522669-90097,"£16,666.00",Experimental Cancer Medicine Centres,SO52 9AB,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-522669-90097,"£26,666.00",Research for Patient Benefit,SO52 9AB,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-522669-90097,"£22,258.00",Research for Patient Benefit,SO52 9AB,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-522669-90097,"£27,160.00",Research for Patient Benefit,SO52 9AB,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-522669-90097,"£22,677.00",Research for Patient Benefit,SO52 9AB,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-522670-90082,"£80,926.00",Programme Grants for NHS Trusts,BS99 1YF,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-522670-90082,"£42,080.27",HTA Commissioned Research,BS99 1YF,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-522670-90082,"£13,745.12",HTA Commissioned Research,BS99 1YF,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-522670-90082,"£36,158.00",Research for Patient Benefit,BS99 1YF,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-522670-90082,"£22,588.00",Research for Patient Benefit,BS99 1YF,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-522670-90082,"£21,559.00",Research for Patient Benefit,BS99 1YF,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-522670-90082,"£34,106.00",Research for Patient Benefit,BS99 1YF,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-522670-90082,"£33,483.50",HS & DR,BS99 1YF,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-522670-90082,"£13,261.00",Research for Patient Benefit,BS99 1YF,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-522670-90082,"£22,411.00",Research for Patient Benefit,BS99 1YF,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-522670-90082,"£26,917.00",HTA Commissioned Research,BS99 1YF,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-522670-90082,"£9,528.99",HTA Commissioned Research,BS99 1YF,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-522670-90082,"£95,820.00",Programme Grants for NHS Trusts,BS99 1YF,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-522671-90104,"£152,725.85",HS & DR,CV2 2DX,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-522671-90104,"£30,679.00",Research for Patient Benefit,CV2 2DX,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-522671-90104,"£45,501.63",HTA Commissioned Research,CV2 2DX,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-522671-90104,"£36,196.21",HS & DR,CV2 2DX,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-522671-90104,"£52,203.18",HTA Commissioned Research,CV2 2DX,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-522671-90104,"£10,232.00",Research for Patient Benefit,CV2 2DX,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-522671-90104,"£11,222.00",Research for Patient Benefit,CV2 2DX,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-522671-90104,"£20,775.00",Research for Patient Benefit,CV2 2DX,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-522671-90104,"£78,577.00",HTA Researcher Lead,CV2 2DX,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-522671-90104,"£16,241.00",Research for Patient Benefit,CV2 2DX,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-522671-90104,"£98,115.00",HTA Researcher Lead,CV2 2DX,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-522671-90104,"£24,915.00",Invention for Innovation,CV2 2DX,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-522672-90126,"£20,980.00",Research for Patient Benefit,LE5 4QF,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-522672-90126,"£95,008.00",HTA Researcher Lead,LE5 4QF,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-522672-90126,"£20,772.00",Research for Patient Benefit,LE5 4QF,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-522672-90126,"£22,339.75",Research for Patient Benefit,LE5 4QF,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-522672-90126,"£16,707.00",Research for Patient Benefit,LE5 4QF,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-522672-90126,"£9,455.00",Experimental Cancer Medicine Centres,LE5 4QF,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-522672-90126,"£18,231.00",Research for Patient Benefit,LE5 4QF,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-522672-90126,"£8,405.00",EME - ( NETSCC ),LE5 4QF,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,VELINDRE NHS TRUST,ERS-522675-90134,"£74,261.16",HTA Researcher Lead,CF11 9LJ,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,WHITTINGTON HOSPITAL NHS TRUST,ERS-522678-90105,"£99,017.00",Programme Grants for NHS Trusts,N19 5NF,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ERS-522710-90207,"£100,112.00",Programme Grants for NHS Trusts,WC1N 3JH,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,NHS OXFORDSHIRE CCG 10Q,ERS-522711-90215,"£141,403.00",Programme Grants for NHS Trusts,OX4 2LH,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,NHS BRISTOL CCG 11H,ERS-522712-90217,"£38,583.00",Programme Grants for NHS Trusts,BS1 3NX,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,NHS Cambridgeshire and Peterborough CCG 06H,ERS-522713-90216,"£142,141.00",Programme Grants for NHS Trusts,CB2 8FH,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,THE SOLENT NHS TRUST R1C,ERS-522720-90214,"£120,878.00",Programme Grants for NHS Trusts,SO16 4XE,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,NHS BRISTOL CCG 11H,ERS-522721-90218,"£143,403.00",Programme Grants for NHS Trusts,BS1 3NX,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,OXFORD HEALTH NHS FOUNDATION TRUST,ERS-522722-90206,"£47,526.00",Programme Grants for NHS Trusts,OX4 2GX,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-522725-90203,"£29,911.00",Programme Grants for NHS Trusts,SE1 9RT,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Research & development,DG: RDD,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-522726-90211,"£105,889.00",Programme Grants for NHS Trusts,PR7 1GZ,,Programme,PUBLIC,
Department of Health,Department of Health,30/06/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,BARNET & CHASE FARM HOSPITALS NHS TRUST,HAFS-17169,"£69,000.00",,EN5 3DJ,,Other,PUBLIC,
Department of Health,Department of Health,30/06/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,CALDERDALE & HUDDERSFIELD NHS FOUNDATION TRUST,HAFS-17170,"£1,228,000.00",,HD3 3EA,,Other,PUBLIC,
Department of Health,Department of Health,30/06/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,HAFS-17171,"£450,000.00",,RG24 9NA,,Other,PUBLIC,
Department of Health,Department of Health,30/06/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,HAFS-17172,"£358,000.00",,N18 1QX,,Other,PUBLIC,
Department of Health,Department of Health,30/06/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,HAFS-17173,"£7,134,000.00",,TS24 9AH,,Other,PUBLIC,
Department of Health,Department of Health,30/06/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,ROYAL UNITED HOSPITAL BATH NHS TRUST,HAFS-17174,"£40,000.00",,BA1 3NG,,Other,PUBLIC,
Department of Health,Department of Health,30/06/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,THE DUDLEY GROUP NHS FOUNDATION TRUST,HAFS-17175,"£41,000.00",,DY8 5QX,,Other,PUBLIC,
Department of Health,Department of Health,30/06/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,HAFS-17176,"£917,000.00",,WF3 1we,,Other,PUBLIC,
Department of Health,Department of Health,30/06/2014,Additions PDC Revenue Support NHS T Permenant,DG: Central Technical,BARNET & CHASE FARM HOSPITALS NHS TRUST,HAFS-17193,"£4,000,000.00",,EN5 3DJ,,Other,PUBLIC,
Department of Health,Department of Health,30/06/2014,Outsourcing Contract,DG: SCLGCP,ECORYS UK LTD,INV11646,"£1,686.00",Management of the Health & Social Care Voluntary Fund,B1 2RA,,Other,SME,
Department of Health,Department of Health,30/06/2014,Outsourcing Contract,DG: SCLGCP,ECORYS UK LTD,INV11646,"£118,077.06",Fund Management of the Health & Social Care Volunteering Fund,B1 2RA,,Other,SME,
