Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number,  Amount �s ,Vat Registration Num,PO Line Description,Expenditure Type,Contract Number
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 9DX,ERS-473810-65025,116702.00 ,,UKCRC Diabetes Projects,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,NOTTINGHAM CITY PCT,PUBLIC,WF3 1WE,ERS-473803-64924,117000.00 ,,Applied Research Programme,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,SALFORD ROYAL NHS FOUNDATION TRUST,PUBLIC,M6 8HD,ERS-473829-65001,117401.00 ,,UKCRC Stroke Projects,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,PUBLIC,ST2 8LD,ERS-473795-64998,117583.00 ,,UKCRC Stroke Projects,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,PUBLIC,EX2 5DW,ERS-473820-64981,117745.00 ,,UKCRC Diabetes Projects,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 9DX,ERS-473810-65025,117901.00 ,,UKCRC Alzheimers Projects,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-473705-64980,117937.00 ,,UKCRC Diabetes Projects,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,SALFORD ROYAL NHS FOUNDATION TRUST,PUBLIC,M6 8HD,ERS-473829-65001,118193.00 ,,UKCRC Diabetes Projects,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,PUBLIC,EX2 5DW,ERS-473820-64981,118360.00 ,,UKCRC Stroke Projects,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-473874-65038,118444.00 ,,UKCRC Diabetes Projects,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,PUBLIC,L12 2AP,ERS-473692-64964,119883.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,NOTTINGHAM CITY PCT,PUBLIC,WF3 1WE,ERS-473803-64923,120050.00 ,,Applied Research Programme,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST,PUBLIC,NR6 5BE,ERS-473791-65002,120289.00 ,,UKCRC Alzheimers Projects,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",PUBLIC,NE4 6BE,ERS-473801-65048,122137.00 ,,UKCRC Alzheimers Projects,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-473705-64980,122427.00 ,,CANCER RESEARCH NETWORKS,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-473874-65038,123611.00 ,,CANCER RESEARCH NETWORKS,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,PUBLIC,W12 0HS,ERS-473757-65060,124183.00 ,,UKCRC Diabetes Projects,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-473705-64980,125000.00 ,,Biomedical Units,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,BR3 3BX,ERS-473841-65029,125000.00 ,,Biomedical Units,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,PUBLIC,NE7 7DN,ERS-473857-65021,125000.00 ,,Biomedical Units,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-473874-65038,125000.00 ,,Biomedical Units,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-473874-65038,125000.00 ,,Biomedical Units,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,PUBLIC,M21 9UN,ERS-473775-65073,125046.00 ,,UKCRC Alzheimers Projects,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,PUBLIC,NW1 0PE,ERS-473716-65074,127090.00 ,,UKCRC Alzheimers Projects,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,MID ESSEX PCT,PUBLIC,CM8 2TL,ERS-473780-64944,128235.00 ,,CANCER RESEARCH NETWORKS,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,PR7 1GZ,ERS-473761-65054,128570.00 ,,CANCER RESEARCH NETWORKS,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,THE SOLENT NHS TRUST,PUBLIC,SO16 4XE,ERS-473861-65079,128854.00 ,,Applied Research Programme,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,TORBAY PCT,PUBLIC,TQ9 6JE,ERS-473863-65076,130577.00 ,,CANCER RESEARCH NETWORKS,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-473748-64987,137249.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,SALFORD ROYAL NHS FOUNDATION TRUST,PUBLIC,M6 8HD,ERS-473829-65001,137273.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-473720-65035,137500.00 ,,Biomedical Units,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,BR3 3BX,ERS-473841-65029,138069.00 ,,UKCRC Mental Health Projects,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,MEDWAY TEACHING PCT,PUBLIC,ME19 4AX,ERS-473779-64928,140272.00 ,,CANCER RESEARCH NETWORKS,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-473748-64987,141520.00 ,,CANCER RESEARCH NETWORKS,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,HERTFORDSHIRE PCT,PUBLIC,AL8 6JL,ERS-473754-64937,143119.00 ,,CANCER RESEARCH NETWORKS,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,BRISTOL PCT,PUBLIC,BS2 8EE,ERS-473703-64948,145314.00 ,,CANCER RESEARCH NETWORKS,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-473720-65035,146013.00 ,,UKCRC Medicines for Childrens Projects,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS99 1YF,ERS-473871-64955,146123.00 ,,UKCRC Medicines for Childrens Projects,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,PUBLIC,NG3 6AA,ERS-473807-64982,146842.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,NW1 2BX,ERS-473864-65018,150077.00 ,,CANCER RESEARCH NETWORKS,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,CAMBRIDGESHIRE PCT,PUBLIC,PE27 5BB,ERS-473715-64941,152681.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,ROYAL FREE LONDON NHS FOUNDATION TRUST,PUBLIC,NW3 1QG,ERS-473821-64957,155396.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,PUBLIC,L12 2AP,ERS-473692-64964,157573.00 ,,UKCRC Medicines for Childrens Projects,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,BIRMINGHAM CHILDREN'S HOSPITAL NHS FOUNDATION TRUST,PUBLIC,B4 6NL,ERS-473698-65009,158742.00 ,,UKCRC Medicines for Childrens Projects,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,PUBLIC,SW10 9NH,ERS-473721-65011,159541.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,PUBLIC,WC1N 3JH,ERS-473744-65006,163229.00 ,,UKCRC Medicines for Childrens Projects,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,SOUTH BIRMINGHAM PCT,PUBLIC,B7 4WS,ERS-473839-64929,166621.00 ,,CANCER RESEARCH NETWORKS,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-473764-65014,462173.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,EC1V 2PD,ERS-473783-65007,171532.00 ,,Cooksey Patient Care,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,NORTH STAFFORDSHIRE PCT,PUBLIC,ST13 6HQ,ERS-473796-64940,172083.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,THE ROYAL WOLVERHAMPTON NHS TRUST,PUBLIC,WV10 0QP,ERS-473860-64996,173446.00 ,,CANCER RESEARCH NETWORKS,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,THE ROYAL MARSDEN NHS FOUNDATION TRUST,PUBLIC,SM2  5PT,ERS-473858-65008,173896.00 ,,CANCER RESEARCH NETWORKS,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,PUBLIC,NE7 7DN,ERS-473857-65021,451849.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,NHS BLOOD AND TRANSPLANT (NHSBT),PUBLIC,LS15 7TW,ERS-473787-65071,177563.00 ,,Applied Research Programme,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,WF3 1WE,ERS-473701-64956,178194.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,PUBLIC,CH63 4JY,ERS-473722-64973,182207.00 ,,CANCER RESEARCH NETWORKS,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,SE5 9RS,ERS-473759-64991,185292.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,NHS BLOOD AND TRANSPLANT (NHSBT),PUBLIC,LS15 7TW,ERS-473787-65071,185677.00 ,,Applied Research Programme,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,SO52 9AB,ERS-473870-64983,193110.00 ,,CANCER RESEARCH NETWORKS,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,PUBLIC,NR4 7UY,ERS-473790-64999,193421.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,NHS BLOOD AND TRANSPLANT (NHSBT),PUBLIC,LS15 7TW,ERS-473787-65071,194157.00 ,,Applied Research Programme,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,PUBLIC,NW1 0PE,ERS-473716-65074,195671.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,PUBLIC,CB1 5EE,ERS-473713-65019,196844.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,NORTH BRISTOL NHS TRUST,PUBLIC,BS1 2NP,ERS-473793-65031,197405.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,OXFORDSHIRE PCT,PUBLIC,OX4 4XN,ERS-473811-64947,200766.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-473720-65035,207939.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,PUBLIC,M23 9LT,ERS-473868-65000,209570.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 9DX,ERS-473810-65025,220310.00 ,,CANCER RESEARCH NETWORKS,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,NHS BLOOD AND TRANSPLANT (NHSBT),PUBLIC,LS15 7TW,ERS-473787-65071,230513.00 ,,Cooksey Patient Care,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,BRISTOL PCT,PUBLIC,BS2 8EE,ERS-473703-64948,239590.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,THE CHRISTIE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,M20 4BX,ERS-473854-64965,245199.00 ,,CANCER RESEARCH NETWORKS,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,SO52 9AB,ERS-473870-64983,419343.00 ,,Bio-Medical Centres,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,OXFORD HEALTH NHS FOUNDATION TRUST,PUBLIC,OX4 2GX,ERS-473809-65004,282406.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,EC1V 2PD,ERS-473783-65007,293680.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,PUBLIC,B15 2PR,ERS-473866-65016,328085.00 ,,Biomedical Units,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,PUBLIC,L7 8XP,ERS-473822-65010,328152.00 ,,Biomedical Units,Programme,
