Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Post Code,Transaction Number,Payment Description,Total,
Ministry of Defence,Ministry of Defence,15/04/2015,Spend on Inventory - General,Defence Equipment + Support,BAE SYSTEMS GLOBAL COMBAT SYSTEMS LIMITED,NP15 1XL,457121,Spend on Inventory - General,"£1,358.87"
Ministry of Defence,Ministry of Defence,23/04/2015,Purchase of inventory and services ,HO+CS,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,460287,Cost of other material consumed,"£1,352.23"
Ministry of Defence,Ministry of Defence,30/04/2015,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,CV2 2TX,462700,Consumption of medical dental and veterinary inventory,"£1,347.28"
Ministry of Defence,Ministry of Defence,24/04/2015,IT and communication services,Land Forces,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,460827,Telephone minor equipment below capitalisation threshold,"£1,334.40"
Ministry of Defence,Ministry of Defence,20/04/2015,Spend on Inventory - General,Land Forces,ARNOLD LAVER & COMPANY LIMITED,S2 4RJ,458736,Spend on Inventory - General,"£1,327.12"
Ministry of Defence,Ministry of Defence,24/04/2015,IT and communication services,DES Bespoke Trading Entity,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,460827,Computer equipment costing below the capitalisation threshold,"£1,326.01"
Ministry of Defence,Ministry of Defence,09/04/2015,IT and communication services,Air Command,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,455016,Line + telephone rental including commercial charge for use of radio frequencies,"£1,322.88"
Ministry of Defence,Ministry of Defence,10/04/2015,"Transportation of personnel, freight and travel expenses",Navy Command,DHL GLOBAL FORWARDING (UK)  LIMITED,KT16 8SH,455594,Freight movement costs,"£1,316.86"
Ministry of Defence,Ministry of Defence,08/04/2015,"Transportation of personnel, freight and travel expenses",Defence Equipment + Support,MARINE SPECIALISED TECHNOLOGY LIMITED,L3 4BE,454531,Freight movement costs,"£1,314.00"
Ministry of Defence,Ministry of Defence,16/04/2015,Food and clothing,Defence Equipment + Support,COMPASS GROUP UK AND IRELAND LIMITED,B45 9PZ,457716,Cost of food purchases,"£1,312.19"
Ministry of Defence,Ministry of Defence,13/04/2015,IT and communication services,Land Forces,SOFTWARE BOX LIMITED,YO61 1ET,456467,Computer equipment costing below the capitalisation threshold,"£1,310.88"
Ministry of Defence,Ministry of Defence,10/04/2015,Food and clothing,Land Forces,ARAMARK LTD,LS16 6QY,455454,Cost of food purchases,"£1,297.30"
Ministry of Defence,Ministry of Defence,29/04/2015,International contributions,HO+CS,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Defence military assistance fund international subscriptions and other payments,"£1,294.51"
Ministry of Defence,Ministry of Defence,30/04/2015,"Transportation of personnel, freight and travel expenses",Defence Equipment + Support,DHL GLOBAL FORWARDING (UK)  LIMITED,KT16 8SH,462866,Freight movement costs,"£1,281.67"
Ministry of Defence,Ministry of Defence,16/04/2015,IT and communication services,Navy Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,457695,Computer equipment costing below the capitalisation threshold,"£1,274.28"
Ministry of Defence,Ministry of Defence,09/04/2015,Fuel for military use,Navy Command,EUROSHELL DEUTSCHLAND GMBH,RG24 8GQ,5000126096,Oil and lubricants consumed excluding those from the inventory system,"£1,271.13"
Ministry of Defence,Ministry of Defence,16/04/2015,Externally delivered education and training,HO+CS,CAPITA BUSINESS SERVICES LTD,DL1 9HN,457687,External training - civilian,"£1,268.21"
Ministry of Defence,Ministry of Defence,14/04/2015,Purchase of inventory and services ,Defence Equipment + Support,AAH PHARMACEUTICALS LTD,CV2 2TX,456563,Consumption of medical dental and veterinary inventory,"£1,263.13"
Ministry of Defence,Ministry of Defence,14/04/2015,"Adminstration, claims, compensation and awards",HO+CS,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Cost of claims/compensation and related expenses against MOD,"£1,255.97"
Ministry of Defence,Ministry of Defence,17/04/2015,Purchase of inventory and services ,JFC,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,458225,Cost of other material consumed,"£1,253.14"
Ministry of Defence,Ministry of Defence,16/04/2015,Externally delivered education and training,Navy Command,CAPITA BUSINESS SERVICES LTD,SW1H 0XA,457688,External training - civilian,"£1,250.00"
Ministry of Defence,Ministry of Defence,16/04/2015,Spend on Inventory - General,Land Forces,KASHKET & PARTNERS LIMITED,N15 4QA,457840,Spend on Inventory - General,"£1,248.00"
Ministry of Defence,Ministry of Defence,13/04/2015,Fuel for military use,Land Forces,BOC LIMITED,M28 2UT,456142,Cost of industrial gas fuel consumed,"£1,247.37"
Ministry of Defence,Ministry of Defence,24/04/2015,Purchase of inventory and services ,Navy Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,460794,Cost of other material consumed,"£1,245.67"
Ministry of Defence,Ministry of Defence,30/04/2015,Purchase of inventory and services ,DEFENCE INFRASTRUCTURE ORGANISATION,XMA LTD,NG11 7EP,463303,Cost of other material consumed,"£1,242.65"
Ministry of Defence,Ministry of Defence,17/04/2015,"Transportation of personnel, freight and travel expenses",Air Command,CITYSPRINT (UK) LIMITED,RH1 1SH,458272,Freight movement costs,"£1,240.00"
Ministry of Defence,Ministry of Defence,21/04/2015,IT and communication services,Land Forces,INSIGHT DIRECT (U K) LTD,HA0 1EH,459443,Computer equipment costing below the capitalisation threshold,"£1,233.94"
Ministry of Defence,Ministry of Defence,07/04/2015,IT and communication services,Air Command,SPECIALIST COMPUTER CENTRES PLC,B11 2LE,453713,Computer equipment costing below the capitalisation threshold,"£1,223.01"
Ministry of Defence,Ministry of Defence,27/04/2015,Estate management,Air Command,SODEXO LTD,M50 0AL,461719,Estate + facilities management services - accommodation inventory + service,"£1,222.48"
Ministry of Defence,Ministry of Defence,09/04/2015,Estate management,Air Command,SODEXO LTD,M50 0AL,455296,Estate + facilities management services - accommodation inventory + service,"£1,217.02"
Ministry of Defence,Ministry of Defence,13/04/2015,IT and communication services,Air Command,SOFTWARE BOX LIMITED,YO61 1ET,456467,Computer equipment costing below the capitalisation threshold,"£1,214.62"
Ministry of Defence,Ministry of Defence,10/04/2015,"Transportation of personnel, freight and travel expenses",Navy Command,SODEXO LTD,M50 0AL,455999,Military short term detached duty,"£1,208.96"
Ministry of Defence,Ministry of Defence,07/04/2015,Purchase of inventory and services ,DES Bespoke Trading Entity,SHELDON CLAYTON LOGISTICS LIMITED,B70 0BD,453703,Cost of other material consumed,"£1,202.55"
Ministry of Defence,Ministry of Defence,27/04/2015,Food and clothing,JFC,SERCO LIMITED,RG27 9UY,461707,Cost of clothing and textile services received,"£1,201.40"
Ministry of Defence,Ministry of Defence,30/04/2015,Purchase of inventory and services ,JFC,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,462763,Cost of other material consumed,"£1,196.24"
Ministry of Defence,Ministry of Defence,28/04/2015,Purchase of inventory and services ,Navy Command,BAE SYSTEMS SURFACE SHIPS LIMITED,PO1 9NW,461884,Consumption of engineering and technical inventory,"£1,191.48"
Ministry of Defence,Ministry of Defence,14/04/2015,Purchase of inventory and services ,DES Bespoke Trading Entity,WILLIAMS LEA LIMITED,NR3 1PD,457056,Cost of other material consumed,"£1,189.45"
Ministry of Defence,Ministry of Defence,07/04/2015,IT and communication services,Land Forces,STONE COMPUTERS LIMITED,ST18 9AA,453718,Computer equipment costing below the capitalisation threshold,"£1,187.04"
Ministry of Defence,Ministry of Defence,30/04/2015,Purchase of inventory and services ,DES Bespoke Trading Entity,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,462763,Cost of other material consumed,"£1,185.98"
Ministry of Defence,Ministry of Defence,10/04/2015,Purchase of inventory and services ,JFC,XMA LTD,NG11 7EP,456082,Cost of other material consumed,"£1,185.78"
Ministry of Defence,Ministry of Defence,09/04/2015,Official entertainment and hospitality,HO+CS,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Entertainment + hospitality,"£1,182.53"
Ministry of Defence,Ministry of Defence,20/04/2015,Spend on Inventory - General,DES Bespoke Trading Entity,YAKUPOGLU A.S.,BD19 3QF,459249,Spend on Inventory - General,"£1,182.40"
Ministry of Defence,Ministry of Defence,23/04/2015,Purchase of inventory and services ,DES Bespoke Trading Entity,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,460287,Cost of other material consumed,"£1,178.92"
Ministry of Defence,Ministry of Defence,10/04/2015,Estate management,HO+CS,ASPIRE DEFENCE LIMITED,SP9 7QD,455459,Works - estate management,"£1,177.63"
Ministry of Defence,Ministry of Defence,13/04/2015,Externally delivered education and training,Land Forces,CAPITA BUSINESS SERVICES LTD,DL1 9HN,456167,External military training ,"£1,177.60"
Ministry of Defence,Ministry of Defence,08/04/2015,Spend on Inventory - General,Defence Equipment + Support,FORCE PROTECTION EUROPE LIMITED,CV31 1FQ,454466,Spend on Inventory - General,"£1,174.56"
Ministry of Defence,Ministry of Defence,30/04/2015,Purchase of inventory and services ,HO+CS,XMA LTD,NG11 7EP,463303,Cost of other material consumed,"£1,169.97"
Ministry of Defence,Ministry of Defence,07/04/2015,"Transportation of personnel, freight and travel expenses",JFC,SERCO LIMITED,RG27 9UY,453699,Movement of service personnel,"£1,163.91"
Ministry of Defence,Ministry of Defence,20/04/2015,"Transportation of personnel, freight and travel expenses",DES Bespoke Trading Entity,METCALFE FARMS (HAULAGE) LIMITED,DL8 5JZ,459023,Freight movement costs,"£1,152.10"
Ministry of Defence,Ministry of Defence,09/04/2015,Administration,HO+CS,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,General administration,"£1,151.63"
Ministry of Defence,Ministry of Defence,30/04/2015,Administration,Land Forces,ROYAL MAIL GROUP LIMITED,S49 1HQ,463152,General administration,"£1,140.79"
Ministry of Defence,Ministry of Defence,14/04/2015,Medical treatment & stores and welfare services,JFC,UNIVERSITY OF BIRMINGHAM,B15 2TT,457043,Recreational facilities costs in support of social work,"£1,134.00"
Ministry of Defence,Ministry of Defence,10/04/2015,IT and communication services,Land Forces,STONE COMPUTERS LIMITED,ST18 9AA,456018,Computer equipment costing below the capitalisation threshold,"£1,131.60"
Ministry of Defence,Ministry of Defence,28/04/2015,"Transportation of personnel, freight and travel expenses",HO+CS,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,462063,Civilian short term detached duty,"£1,115.20"
Ministry of Defence,Ministry of Defence,27/04/2015,Administration,JFC,SERCO LIMITED,RG27 9UY,461707,General administration,"£1,112.45"
Ministry of Defence,Ministry of Defence,09/04/2015,"Transportation of personnel, freight and travel expenses",DEFENCE INFRASTRUCTURE ORGANISATION,AGILITY LOGISTICS LIMITED,RG1 2LG,454816,Movement of service personnel,"£1,109.53"
Ministry of Defence,Ministry of Defence,17/04/2015,"Transportation of personnel, freight and travel expenses",Air Command,PENTALVER TRANSPORT LTD,SO15 1AW,458538,Freight movement costs,"£1,107.20"
Ministry of Defence,Ministry of Defence,10/04/2015,Purchase of inventory and services ,Land Forces,CARWOOD MOTOR UNITS LTD,CV3 2RQ,455534,Cost of other material consumed,"£1,102.61"
Ministry of Defence,Ministry of Defence,21/04/2015,IT and communication services,Air Command,SOFTWARE BOX LIMITED,YO61 1ET,459629,Computer equipment costing below the capitalisation threshold,"£1,092.59"
Ministry of Defence,Ministry of Defence,10/04/2015,Administration,Air Command,ROYAL MAIL GROUP LIMITED,S49 1HQ,455971,General administration,"£1,091.49"
Ministry of Defence,Ministry of Defence,24/04/2015,Payment of utilities,Land Forces,BRITISH GAS TRADING LIMITED,M16 0TW,460805,Utilities consumed - gas,"£1,089.34"
Ministry of Defence,Ministry of Defence,27/04/2015,"Transportation of personnel, freight and travel expenses",Land Forces,SODEXO LTD,M50 0AL,461719,Civilian short term detached duty,"£1,086.40"
Ministry of Defence,Ministry of Defence,07/04/2015,IT and communication services,DES Bespoke Trading Entity,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,RG12 1HN,453588,Operating lease IT and communications,"£1,084.00"
Ministry of Defence,Ministry of Defence,14/04/2015,Purchase of inventory and services ,JFC,XMA LTD,NG11 7EP,457060,Cost of other material consumed,"£1,078.90"
Ministry of Defence,Ministry of Defence,08/04/2015,Official entertainment and hospitality,HO+CS,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Entertainment + hospitality,"£1,072.18"
Ministry of Defence,Ministry of Defence,23/04/2015,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,CV2 2TX,460233,Consumption of medical dental and veterinary inventory,"£1,069.20"
Ministry of Defence,Ministry of Defence,27/04/2015,Purchase of inventory and services ,DES Bespoke Trading Entity,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,461209,Cost of other material consumed,"£1,067.96"
Ministry of Defence,Ministry of Defence,13/04/2015,Purchase of inventory and services ,HO+CS,WILLIAMS LEA LIMITED,NR3 1PD,456547,Cost of other material consumed,"£1,062.58"
Ministry of Defence,Ministry of Defence,30/04/2015,Purchase of inventory and services ,JFC,XMA LTD,NG11 7EP,463303,Cost of other material consumed,"£1,060.10"
Ministry of Defence,Ministry of Defence,10/04/2015,Purchase of inventory and services ,DES Bespoke Trading Entity,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,455477,Cost of other material consumed,"£1,051.64"
Ministry of Defence,Ministry of Defence,29/04/2015,Purchase of inventory and services ,JFC,BOC LIMITED,M28 2UT,462234,Consumption of medical dental and veterinary inventory,"£1,044.10"
Ministry of Defence,Ministry of Defence,20/04/2015,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,WFL (UK) LIMITED,SN15 5DN,459238,Utilities consumed - liquid petroleum gas,"£1,043.49"
Ministry of Defence,Ministry of Defence,15/04/2015,"Adminstration, claims, compensation and awards",Land Forces,CANON (UK) LIMITED,RH2 8BF,457154,Cost of claims/compensation and related expenses against MOD,"£1,041.46"
Ministry of Defence,Ministry of Defence,08/04/2015,Food and clothing,Land Forces,SODEXO LTD,M50 0AL,454712,Cost of clothing and textile services received,"£1,037.13"
Ministry of Defence,Ministry of Defence,17/04/2015,"Transportation of personnel, freight and travel expenses",HO+CS,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Army leave travel long term detached duty including warrants and get you home scheme,"£1,031.17"
Ministry of Defence,Ministry of Defence,08/04/2015,Estate management,Land Forces,SODEXO LTD,M50 0AL,454712,Estate + facilities management services - accommodation inventory + service,"£1,030.36"
Ministry of Defence,Ministry of Defence,17/04/2015,Purchase of inventory and services ,Land Forces,SOFTWARE BOX LIMITED,YO61 1ET,458599,Cost of other material consumed,"£1,021.20"
Ministry of Defence,Ministry of Defence,21/04/2015,Administration,HO+CS,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,General administration,"£1,020.93"
Ministry of Defence,Ministry of Defence,14/04/2015,Purchase of inventory and services ,Navy Command,XMA LTD,NG11 7EP,457060,Cost of other material consumed,"£1,018.32"
Ministry of Defence,Ministry of Defence,21/04/2015,Estate management,Air Command,ARAMARK LTD,LS16 6QY,459285,Estate + facilities management services - accommodation inventory + service,"£1,016.48"
Ministry of Defence,Ministry of Defence,15/04/2015,Fees for professional services,HO+CS,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,457191,Fees for professional services excluding legal fees,"£1,015.68"
Ministry of Defence,Ministry of Defence,24/04/2015,Service and civilian recruitment,Air Command,M-INTEGRATED SOLUTIONS PLC,TW7 6DA,460946,Service recruitment excluding recruitment related external assistance,"£1,014.00"
Ministry of Defence,Ministry of Defence,20/04/2015,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,CV2 2TX,458701,Consumption of medical dental and veterinary inventory,"£1,013.76"
Ministry of Defence,Ministry of Defence,14/04/2015,IT and communication services,Defence Equipment + Support,COMPUTACENTER (UK) LIMITED,SE1 8HL,456665,Computer equipment costing below the capitalisation threshold,"£1,010.82"
Ministry of Defence,Ministry of Defence,21/04/2015,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,CV2 2TX,459253,Consumption of medical dental and veterinary inventory,"£1,003.80"
Ministry of Defence,Ministry of Defence,28/04/2015,"Transportation of personnel, freight and travel expenses",HO+CS,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Civilian short term detached duty,£999.95
Ministry of Defence,Ministry of Defence,13/04/2015,Purchase of inventory and services ,DES Bespoke Trading Entity,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,456131,Cost of other material consumed,£999.54
